vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp
RLA378,6446585-05_R_50_0501_16:40-SETP2025-05-L-Ma-J-V-38,05,43.72127914428711,7.275236129760742,170.0,0.0,2025-09-02 14:45:02
RLA370,6252414-11_A_50_1103_16:37-SETP2025-11-Semaine-37,11,43.72187805175781,7.2611284255981445,160.0,0.0,2025-09-02 14:45:02
RLA317,6429302-15_R_99_1501_16:40-SETP2025-15-Semaine-11,15,43.6961669921875,7.327773094177246,341.0,0.0,2025-09-02 14:45:02
TCA107746,6368798-09_A_49_0908_16:30-PROJET2025-09-Semaine-35,09,43.66224670410156,7.150618553161621,349.0,0.0,2025-09-02 14:45:02
RLA103,6369713-30_R_99_3003_16:28-SETP2025-30-Semaine-32,30,43.6901741027832,7.295453071594238,170.0,0.0,2025-09-02 14:45:02
RLA101,6410648-64_A_50_6401_16:45-SETP2025-64-Semaine-37,64,43.707252502441406,7.269343852996826,328.0,0.0,2025-09-02 14:45:02
RLA373,6446574-05_A_99_0505_16:12-SETP2025-05-L-Ma-J-V-38,05,43.7302360534668,7.27614164352417,337.0,0.0,2025-09-02 14:45:02
TCA108190,6369768-42_A_6_4201_16:24-PROJET2025-42-Semaine-83,42,43.66832733154297,7.160542964935303,52.0,0.0,2025-09-02 14:45:02
TCA73941,6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,63,43.73210906982422,7.254794597625732,279.0,0.0,2025-09-02 14:45:02
TCA117300,4350591-40_A_50_4001_16:32-RESEAU2023-40-Semaine-04,40,43.72521209716797,7.275381088256836,274.0,0.0,2025-09-02 14:45:02
RLA451,6414299-07_R_97_0709_17:00-SETP2025-07-L-Ma-J-V-41,07,43.69889831542969,7.284929275512695,9.0,0.0,2025-09-02 14:45:02
RLA133,6369709-30_A_50_3001_16:16-SETP2025-30-Semaine-32,30,43.69926834106445,7.284000873565674,9.0,0.0,2025-09-02 14:45:02
RLA173,6416479-33_R_99_3305_16:53-SETP2025-33-L-Ma-J-V-36,33,43.69189453125,7.3003387451171875,323.0,0.0,2025-09-02 14:45:02
TCA109585,6368779-09_A_50_0905_16:02-PROJET2025-09-Semaine-35,09,43.66559982299805,7.203515529632568,60.0,0.0,2025-09-02 14:45:02
RLA40,6413123-38_R_99_3803_16:56-SETP2025-38-Semaine-41,38,43.701332092285156,7.274864196777344,302.0,0.0,2025-09-02 14:45:02
RLA622,6409642-57_R_99_5712_16:54-SETP2025-57-Semaine-06,57,43.729854583740234,7.24837589263916,183.0,0.0,2025-09-02 14:45:02
RLA338,6366076-20_R_99_2005_16:27-SETP2025-20-Semaine-42,20,43.66679382324219,7.192704677581787,166.0,0.0,2025-09-02 14:37:06
TCA73928,4669799-62_A_48_6206_16:30-RESEAU2023-62-Semaine-17,62,43.72775650024414,7.217502117156982,30.0,0.0,2025-09-02 14:45:02
RLA102,6410645-64_A_50_6403_16:15-SETP2025-64-Semaine-37,64,43.71178436279297,7.245021820068359,308.0,0.0,2025-09-02 14:45:02
TCA73942,6102466-63_R_98_6302_16:00-PROJET2025-63-Semaine-72-1101100,63,43.711151123046875,7.260230541229248,357.0,0.0,2025-09-02 14:45:02
TCA115159,6416311-51_A_49_5104_16:06-PROJET2025-51-Semaine-10,51,43.678375244140625,7.218507766723633,197.0,0.0,2025-09-02 14:45:02
RLA135,6420010-35_A_50_3501_15:50-SETP2025-35-Semaine-35,35,43.73076629638672,7.253663063049316,191.0,0.0,2025-09-02 14:45:02
TCA115515,6472711-50_A_50_5002_16:25-PROJET2025-50-Semaine-08,50,43.68838119506836,7.206765174865723,133.0,0.0,2025-09-02 14:45:02
RLA485,6252980-14_A_50_1404_16:38-SETP2025-14-L-Ma-J-V-38,14,43.73421096801758,7.302401542663574,259.0,0.0,2025-09-02 14:45:02
RLA171,6416507-33_R_99_3304_16:34-SETP2025-33-L-Ma-J-V-36,33,43.70161819458008,7.294585704803467,17.0,0.0,2025-09-02 14:45:02
PDV76,5097933-69_A_46_6901_16:40-PROJET2023-69-Semaine-15,69,43.76664733886719,7.201308727264404,299.0,0.0,2025-09-02 14:45:02
TRA233005,6272269-91_A_50_9101_16:10-PROJET2025-91-Semaine-28,91,43.830196380615234,7.191468715667725,15.0,0.0,2025-09-02 14:45:02
RLA156,6327207-17_R_99_1701_16:17-SETP2025-17-L-Ma-J-V-35,17,43.68173599243164,7.221275806427002,24.0,0.0,2025-09-02 14:45:02
RLA618,6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,57,43.73337173461914,7.249432563781738,33.0,0.0,2025-09-02 14:45:02
TCA108952,6368790-09_R_98_0907_16:40-PROJET2025-09-Semaine-35,09,43.660057067871094,7.187942028045654,259.0,0.0,2025-09-02 14:45:02
RLA316,6365964-20_A_50_2002_16:38-SETP2025-20-Semaine-42,20,43.6692008972168,7.210371494293213,263.0,0.0,2025-09-02 14:37:06
PDV97,5203733-68_A_50_6806_16:40-PROJET2024-68-Semaine-15,68,43.773860931396484,7.1939167976379395,97.0,0.0,2025-09-02 14:45:02
RLA461,6414300-07_R_97_0705_16:41-SETP2025-07-L-Ma-J-V-41,07,43.703311920166016,7.289569854736328,30.0,0.0,2025-09-02 14:45:02
RLA362,6446586-05_R_49_0506_16:27-SETP2025-05-L-Ma-J-V-38,05,43.714019775390625,7.271674633026123,186.0,0.0,2025-09-02 14:45:02
TCA73916,5925323-54_A_50_5401_16:34-PROJET2025-54-Semaine-17,54,43.66633987426758,7.190176486968994,352.0,0.0,2025-09-02 14:45:02
RLA353,6252453-11_R_98_1108_16:37-SETP2025-11-Semaine-37,11,43.69673156738281,7.255480766296387,82.0,0.0,2025-09-02 14:45:02
RLA266,6416517-33_A_47_33S2_16:35-SETP2025-33-L-Ma-J-V-36,33,43.700172424316406,7.277050495147705,205.0,0.0,2025-09-02 14:45:02
TCA74036,6462565-31_A_47_3101_16:42-PROJET2025-31-Semaine-08,31,43.71615982055664,7.228188991546631,219.0,0.0,2025-09-02 14:45:02
TCA73934,4669807-62_A_46_6204_16:15-RESEAU2023-62-Semaine-17,62,43.772891998291016,7.237981796264648,51.0,0.0,2025-09-02 14:45:02
TCA73973,6018942-55_A_48_5501_16:16-PROJET2025-55-Semaine-08,55,43.71174240112305,7.171065807342529,227.0,0.0,2025-09-02 14:45:02
SUM1756,6420097-85_R_95_8501_16:45-PROJET2025-85-Semaine-06-1101100,85,43.73868942260742,7.320363521575928,212.0,0.0,2025-09-02 14:45:02
PDV110806,5838889-22_R_95_2212_16:30-PROJET2025-22-Semaine-20,22,43.69588851928711,7.1915693283081055,91.0,0.0,2025-09-02 14:45:02
RLA329,6365965-20_A_50_2006_16:25-SETP2025-20-Semaine-42,20,43.66130065917969,7.19305944442749,236.0,0.0,2025-09-02 14:37:06
TCA73965,6428456-61_A_50_6102_16:10-PROJET2025-61-Semaine-24,61,43.70207595825195,7.222403526306152,141.0,0.0,2025-09-02 14:45:02
RLA367,6252451-11_R_98_1104_16:13-SETP2025-11-Semaine-37,11,43.72052764892578,7.263103008270264,353.0,0.0,2025-09-02 14:45:02
RLA134,6420017-35_A_50_3502_16:56-SETP2025-35-Semaine-35,35,43.708553314208984,7.28627347946167,310.0,0.0,2025-09-02 14:45:02
RLA1,6420009-35_R_99_3504_16:24-SETP2025-35-Semaine-35,35,43.737850189208984,7.278438568115234,159.0,0.0,2025-09-02 14:45:02
RLA363,6446581-05_R_49_0507_16:45-SETP2025-05-L-Ma-J-V-38,05,43.74166488647461,7.277220249176025,135.0,0.0,2025-09-02 14:45:02
RLA315,6416038-21_R_99_2102_16:42-SETP2025-21-Semaine-40,21,43.67053985595703,7.133953094482422,153.0,0.0,2025-09-02 14:45:02
RLA625,6409627-57_A_50_5706_16:30-SETP2025-57-Semaine-06,57,43.70039367675781,7.277166366577148,204.0,0.0,2025-09-02 14:45:02
TCA108951,6368781-09_A_50_0902_17:01-PROJET2025-09-Semaine-35,09,43.722713470458984,7.107245445251465,24.0,0.0,2025-09-02 14:45:02
TCA73900,6105165-76_A_50_7602_16:45-PROJET2025-76-Semaine-89,76,43.72520065307617,7.257473945617676,312.0,0.0,2025-09-02 14:45:02
RLA607,6409626-57_A_50_5714_16:18-SETP2025-57-Semaine-06,57,43.705570220947266,7.270410537719727,323.0,0.0,2025-09-02 14:45:02
RLA452,6414295-07_R_97_0703_16:50-SETP2025-07-L-Ma-J-V-41,07,43.699058532714844,7.285040378570557,4.0,0.0,2025-09-02 14:45:02
RLA159,6327184-17_R_99_1704_16:01-SETP2025-17-L-Ma-J-V-35,17,43.6778678894043,7.226863384246826,222.0,0.0,2025-09-02 14:45:02
TCA107747,6368807-09_R_99_0903_16:55-PROJET2025-09-Semaine-35,09,43.66923904418945,7.210076332092285,240.0,0.0,2025-09-02 14:45:02
RLA33,6413122-38_A_50_3805_16:41-SETP2025-38-Semaine-41,38,43.699623107910156,7.25454044342041,90.0,0.0,2025-09-02 14:45:02
PDV110808,5838898-22_A_45_2204_16:20-PROJET2025-22-Semaine-20,22,43.773719787597656,7.194341659545898,312.0,0.0,2025-09-02 14:45:02
RLA341,6366084-20_A_50_2003_16:12-SETP2025-20-Semaine-42,20,43.67986297607422,7.187726974487305,294.0,0.0,2025-09-02 14:37:06
RLA165,6424169-16_A_50_1603_16:29-SETP2025-16-Semaine-35,16,43.72600173950195,7.247132778167725,296.0,0.0,2025-09-02 14:45:02
RLA42,6413125-38_R_99_3801_16:33-SETP2025-38-Semaine-41,38,43.70029830932617,7.267011642456055,234.0,0.0,2025-09-02 14:45:02
RLA447,6414313-07_A_49_0707_16:17-SETP2025-07-L-Ma-J-V-41,07,43.71041488647461,7.287903785705566,186.0,0.0,2025-09-02 14:45:02
TCA108192,6369760-42_R_94_4202_16:10-PROJET2025-42-Semaine-83,42,43.667789459228516,7.152000904083252,346.0,0.0,2025-09-02 14:45:02
RLA486,6252955-14_R_99_1407_16:53-SETP2025-14-L-Ma-J-V-38,14,43.70869827270508,7.286197185516357,307.0,0.0,2025-09-02 14:45:02
RLA611,6409628-57_A_50_5704_16:42-SETP2025-57-Semaine-06,57,43.703773498535156,7.288610935211182,204.0,0.0,2025-09-02 14:45:02
RLA172,6416478-33_R_99_3302_16:15-SETP2025-33-L-Ma-J-V-36,33,43.70272445678711,7.280048370361328,15.0,0.0,2025-09-02 14:45:02
SUM1746,6420064-86_A_50_8601_16:40-PROJET2025-86-Semaine-07-1101100,86,43.740779876708984,7.311062335968018,13.0,0.0,2025-09-02 14:45:02
RLA601,6355918-18_R_99_1808_15:58-SETP2025-18-Semaine-39,18,43.712318420410156,7.28859281539917,197.0,0.0,2025-09-02 14:45:02
TCA73923,4669793-62_A_46_6202_14:00-RESEAU2023-62-Semaine-17,62,43.73118591308594,7.287062168121338,235.0,0.0,2025-09-02 12:02:00
TCA73076,6077765-58_R_99_5802_09:31-PROJET2025-58-Semaine-06,58,43.68588638305664,7.149489402770996,307.0,0.0,2025-09-02 11:50:20
SUM1754,4515185-80_A_50_8001_17:00-RESEAU2023-80-Semaine-94,80,43.70676040649414,7.314002990722656,89.0,0.0,2025-09-02 14:45:02
RLA277,6428922-CE_R_99_CE02_16:40-SETP2025-CE-Semaine-32,CE,43.66804504394531,7.219993591308594,53.0,0.0,2025-09-02 14:45:02
RLA15,6412132-37_A_50_3702_16:33-SETP2025-37-Semaine-37,37,43.713470458984375,7.269571781158447,232.0,0.0,2025-09-02 14:45:02
RLA364,6446562-05_A_99_0504_16:45-SETP2025-05-L-Ma-J-V-38,05,43.70050811767578,7.269026756286621,160.0,0.0,2025-09-02 14:45:02
RLA162,6424144-16_R_97_1601_16:22-SETP2025-16-Semaine-35,16,43.71576690673828,7.2618536949157715,89.0,0.0,2025-09-02 14:45:02
PDV86,5838901-22_A_45_2207_17:10-PROJET2025-22-Semaine-20,22,43.676292419433594,7.198962211608887,159.0,0.0,2025-09-02 14:45:02
RLA158,6424106-16_A_50_1604_16:42-SETP2025-16-Semaine-35,16,43.723697662353516,7.275814533233643,0.0,0.0,2025-09-02 14:45:02
TCA73931,6428453-61_R_99_6103_16:20-PROJET2025-61-Semaine-24,61,43.69297409057617,7.210555553436279,171.0,0.0,2025-09-02 14:45:02
PDV109,6257331-59_R_98_5903_16:32-PROJET2025-59-Semaine-26,59,43.82229995727539,7.1894330978393555,286.0,0.0,2025-09-02 14:45:02
TCA73924,5422157-75_R_97_7501_16:30-PROJET2024-75-Semaine-86-1101100,75,43.705562591552734,7.2406721115112305,339.0,0.0,2025-09-02 14:45:02
TCA106737,5925344-54_R_98_5403_16:51-PROJET2025-54-Semaine-17,54,43.750308990478516,7.144430637359619,262.0,0.0,2025-09-02 14:45:02
TCA106087,6077794-58_A_49_5801_16:30-PROJET2025-58-Semaine-06,58,43.666656494140625,7.180542469024658,233.0,0.0,2025-09-02 14:45:02
TCA106701,5909235-NVN3_A_90_NVN301_16:50-PROJET2025-NVence3-Semaine-12,NVN3,43.7231330871582,7.108083248138428,279.0,0.0,2025-09-02 14:45:02
RLA105,6369710-30_A_50_3002_16:40-SETP2025-30-Semaine-32,30,43.706058502197266,7.289391040802002,118.0,0.0,2025-09-02 14:45:02
RLA318,6429214-15_A_50_1502_16:18-SETP2025-15-Semaine-11,15,43.708168029785156,7.314630508422852,105.0,0.0,2025-09-02 14:45:02
RLA481,6253034-14_A_50_1408_16:26-SETP2025-14-L-Ma-J-V-38,14,43.7182502746582,7.284887313842773,190.0,0.0,2025-09-02 14:45:02
SUM1757,4523358-88_A_49_8802_16:40-RESEAU2023-88-Semaine-83-1101100,88,43.7099609375,7.284316539764404,355.0,0.0,2025-09-02 14:45:02
RLA319,6429333-15_A_50_1503_16:42-SETP2025-15-Semaine-11,15,43.70256805419922,7.276881694793701,33.0,0.0,2025-09-02 14:45:02
RLA154,6327144-17_A_50_1706_16:42-SETP2025-17-L-Ma-J-V-35,17,43.680633544921875,7.230655670166016,34.0,0.0,2025-09-02 14:45:02
RLA376,6252450-11_R_98_1107_16:01-SETP2025-11-Semaine-37,11,43.73019027709961,7.269315719604492,62.0,0.0,2025-09-02 14:45:02
PDV94,5838910-22_A_48_2209_16:45-PROJET2025-22-Semaine-20,22,43.74409103393555,7.147025108337402,49.0,0.0,2025-09-02 14:45:02
RLA160,6424146-16_R_97_1602_16:51-SETP2025-16-Semaine-35,16,43.73287582397461,7.244138717651367,17.0,0.0,2025-09-02 14:34:02
RLA167,6327142-17_A_50_1705_16:28-SETP2025-17-L-Ma-J-V-35,17,43.67861557006836,7.21881103515625,193.0,0.0,2025-09-02 14:45:02
TCA73927,4669822-62_A_48_6201_16:45-RESEAU2023-62-Semaine-17,62,43.69257736206055,7.244355201721191,338.0,0.0,2025-09-02 14:45:02
RLA450,6414296-07_R_97_0711_16:23-SETP2025-07-L-Ma-J-V-41,07,43.718257904052734,7.2841925621032715,55.0,0.0,2025-09-02 14:45:02
RLA281,6252500-11_A_49_1106_16:10-SETP2025-11-Semaine-37,11,43.698360443115234,7.25132942199707,356.0,0.0,2025-09-02 14:45:02
RLA312,6429229-15_A_50_1507_16:06-SETP2025-15-Semaine-11,15,43.70553207397461,7.333102703094482,302.0,0.0,2025-09-02 14:45:02
TCA73926,6428462-61_A_50_6101_16:50-PROJET2025-61-Semaine-24,61,43.67744445800781,7.228557586669922,21.0,0.0,2025-09-02 14:45:02
